weather,occupancy_count,layout_index,seat_list,active_zones,strategy,ceiling_power_W,task_power_W,total_power_W
Overcast,4,5,7;8;14;18,3,Optimized hybrid,66.0,18.0,84.0
Overcast,5,1,1;2;7;9;21,3,Zonal PIR ceiling-only,211.2,0.0,211.2
Overcast,5,1,1;2;7;9;21,3,Rule-based hybrid,105.6,22.5,128.1
Overcast,5,1,1;2;7;9;21,3,Optimized hybrid,66.0,21.0,87.0
Overcast,5,2,1;3;14;17;23,3,Zonal PIR ceiling-only,237.6,0.0,237.6
Overcast,5,2,1;3;14;17;23,3,Rule-based hybrid,66.0,21.0,87.0
Overcast,5,2,1;3;14;17;23,3,Optimized hybrid,66.0,21.0,87.0
Overcast,5,3,2;3;7;8;12,2,Zonal PIR ceiling-only,237.6,0.0,237.6
Overcast,5,3,2;3;7;8;12,2,Rule-based hybrid,105.6,27.0,132.6
Overcast,5,3,2;3;7;8;12,2,Optimized hybrid,66.0,25.5,91.5
Overcast,5,4,2;9;12;17;20,3,Zonal PIR ceiling-only,264.0,0.0,264.0
Overcast,5,4,2;9;12;17;20,3,Rule-based hybrid,105.6,19.5,125.1
Overcast,5,4,2;9;12;17;20,3,Optimized hybrid,66.0,21.0,87.0
Overcast,5,5,6;11;18;19;22,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,5,5,6;11;18;19;22,3,Rule-based hybrid,92.39999999999999,19.5,111.89999999999999
Overcast,5,5,6;11;18;19;22,3,Optimized hybrid,66.0,19.5,85.5
Overcast,6,1,1;2;7;8;10;12,2,Zonal PIR ceiling-only,224.39999999999998,0.0,224.39999999999998
Overcast,6,1,1;2;7;8;10;12,2,Rule-based hybrid,105.6,31.5,137.1
Overcast,6,1,1;2;7;8;10;12,2,Optimized hybrid,66.0,31.5,97.5
Overcast,6,2,1;7;10;17;20;22,3,Zonal PIR ceiling-only,264.0,0.0,264.0
Overcast,6,2,1;7;10;17;20;22,3,Rule-based hybrid,105.6,21.0,126.6
Overcast,6,2,1;7;10;17;20;22,3,Optimized hybrid,66.0,19.5,85.5
Overcast,6,3,2;5;6;8;20;21,3,Zonal PIR ceiling-only,224.39999999999998,0.0,224.39999999999998
Overcast,6,3,2;5;6;8;20;21,3,Rule-based hybrid,105.6,22.5,128.1
Overcast,6,3,2;5;6;8;20;21,3,Optimized hybrid,66.0,18.0,84.0
Overcast,6,4,5;7;8;12;14;17,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,6,4,5;7;8;12;14;17,3,Rule-based hybrid,92.39999999999999,30.0,122.39999999999999
Overcast,6,4,5;7;8;12;14;17,3,Optimized hybrid,66.0,27.0,93.0
Overcast,6,5,5;11;14;19;20;21,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,6,5,5;11;14;19;20;21,3,Rule-based hybrid,92.39999999999999,19.5,111.89999999999999
Overcast,6,5,5;11;14;19;20;21,3,Optimized hybrid,66.0,19.5,85.5
Overcast,7,1,1;2;3;4;15;16;23,3,Zonal PIR ceiling-only,264.0,0.0,264.0
Overcast,7,1,1;2;3;4;15;16;23,3,Rule-based hybrid,66.0,33.0,99.0
Overcast,7,1,1;2;3;4;15;16;23,3,Optimized hybrid,66.0,30.0,96.0
Overcast,7,2,2;5;12;13;19;20;21,3,Zonal PIR ceiling-only,250.79999999999998,0.0,250.79999999999998
Overcast,7,2,2;5;12;13;19;20;21,3,Rule-based hybrid,66.0,25.5,91.5
Overcast,7,2,2;5;12;13;19;20;21,3,Optimized hybrid,66.0,22.5,88.5
Overcast,7,3,4;7;8;17;19;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,7,3,4;7;8;17;19;22;23,3,Rule-based hybrid,92.39999999999999,25.5,117.89999999999999
Overcast,7,3,4;7;8;17;19;22;23,3,Optimized hybrid,66.0,22.5,88.5
Overcast,7,4,6;10;12;14;15;18;23,3,Zonal PIR ceiling-only,250.79999999999998,0.0,250.79999999999998
Overcast,7,4,6;10;12;14;15;18;23,3,Rule-based hybrid,92.39999999999999,28.5,120.89999999999999
Overcast,7,4,6;10;12;14;15;18;23,3,Optimized hybrid,66.0,27.0,93.0
Overcast,7,5,7;11;12;13;18;22;23,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,7,5,7;11;12;13;18;22;23,3,Rule-based hybrid,92.39999999999999,24.0,116.39999999999999
Overcast,7,5,7;11;12;13;18;22;23,3,Optimized hybrid,66.0,25.5,91.5
Overcast,8,1,0;3;5;8;14;16;19;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,8,1,0;3;5;8;14;16;19;23,3,Rule-based hybrid,105.6,36.0,141.6
Overcast,8,1,0;3;5;8;14;16;19;23,3,Optimized hybrid,66.0,34.5,100.5
Overcast,8,2,0;3;8;12;14;16;17;19,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,8,2,0;3;8;12;14;16;17;19,3,Rule-based hybrid,105.6,39.0,144.6
Overcast,8,2,0;3;8;12;14;16;17;19,3,Optimized hybrid,66.0,40.5,106.5
Overcast,8,3,0;5;10;15;16;17;19;20,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,8,3,0;5;10;15;16;17;19;20,3,Rule-based hybrid,105.6,34.5,140.1
Overcast,8,3,0;5;10;15;16;17;19;20,3,Optimized hybrid,66.0,33.0,99.0
Overcast,8,4,3;8;9;10;13;17;20;21,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,8,4,3;8;9;10;13;17;20;21,3,Rule-based hybrid,105.6,28.5,134.1
Overcast,8,4,3;8;9;10;13;17;20;21,3,Optimized hybrid,66.0,33.0,99.0
Overcast,8,5,4;6;9;11;16;19;20;23,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,8,5,4;6;9;11;16;19;20;23,3,Rule-based hybrid,92.39999999999999,30.0,122.39999999999999
Overcast,8,5,4;6;9;11;16;19;20;23,3,Optimized hybrid,66.0,28.5,94.5
Overcast,9,1,0;1;2;7;10;18;20;21;22,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,9,1,0;1;2;7;10;18;20;21;22,3,Rule-based hybrid,105.6,33.0,138.6
Overcast,9,1,0;1;2;7;10;18;20;21;22,3,Optimized hybrid,66.0,33.0,99.0
Overcast,9,2,0;2;3;7;10;16;17;21;22,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,9,2,0;2;3;7;10;16;17;21;22,3,Rule-based hybrid,105.6,37.5,143.1
Overcast,9,2,0;2;3;7;10;16;17;21;22,3,Optimized hybrid,66.0,37.5,103.5
Overcast,9,3,1;2;3;7;9;11;15;17;20,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,9,3,1;2;3;7;9;11;15;17;20,3,Rule-based hybrid,105.6,42.0,147.6
Overcast,9,3,1;2;3;7;9;11;15;17;20,3,Optimized hybrid,66.0,45.0,111.0
Overcast,9,4,2;4;5;8;13;15;17;21;22,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,9,4,2;4;5;8;13;15;17;21;22,3,Rule-based hybrid,105.6,36.0,141.6
Overcast,9,4,2;4;5;8;13;15;17;21;22,3,Optimized hybrid,66.0,31.5,97.5
Overcast,9,5,6;9;11;12;14;16;17;22;23,3,Zonal PIR ceiling-only,277.2,0.0,277.2
Overcast,9,5,6;9;11;12;14;16;17;22;23,3,Rule-based hybrid,92.39999999999999,33.0,125.39999999999999
Overcast,9,5,6;9;11;12;14;16;17;22;23,3,Optimized hybrid,66.0,34.5,100.5
Overcast,10,1,0;1;2;3;7;14;16;17;21;23,3,Zonal PIR ceiling-only,250.79999999999998,0.0,250.79999999999998
Overcast,10,1,0;1;2;3;7;14;16;17;21;23,3,Rule-based hybrid,66.0,43.5,109.5
Overcast,10,1,0;1;2;3;7;14;16;17;21;23,3,Optimized hybrid,66.0,42.0,108.0
Overcast,10,2,1;3;10;12;15;19;20;21;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,10,2,1;3;10;12;15;19;20;21;22;23,3,Rule-based hybrid,105.6,30.0,135.6
Overcast,10,2,1;3;10;12;15;19;20;21;22;23,3,Optimized hybrid,66.0,31.5,97.5
Overcast,10,3,3;4;5;6;8;13;14;17;20;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,10,3,3;4;5;6;8;13;14;17;20;23,3,Rule-based hybrid,105.6,42.0,147.6
Overcast,10,3,3;4;5;6;8;13;14;17;20;23,3,Optimized hybrid,66.0,34.5,100.5
Overcast,10,4,3;6;7;11;13;15;16;18;20;22,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,10,4,3;6;7;11;13;15;16;18;20;22,3,Rule-based hybrid,105.6,40.5,146.1
Overcast,10,4,3;6;7;11;13;15;16;18;20;22,3,Optimized hybrid,66.0,39.0,105.0
Overcast,10,5,4;6;7;8;12;15;16;17;20;22,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,10,5,4;6;7;8;12;15;16;17;20;22,3,Rule-based hybrid,92.39999999999999,40.5,132.89999999999998
Overcast,10,5,4;6;7;8;12;15;16;17;20;22,3,Optimized hybrid,66.0,34.5,100.5
Overcast,11,1,0;1;4;5;6;12;13;15;19;20;22,3,Zonal PIR ceiling-only,264.0,0.0,264.0
Overcast,11,1,0;1;4;5;6;12;13;15;19;20;22,3,Rule-based hybrid,66.0,48.0,114.0
Overcast,11,1,0;1;4;5;6;12;13;15;19;20;22,3,Optimized hybrid,66.0,39.0,105.0
Overcast,11,2,0;1;5;8;10;15;16;17;19;21;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,11,2,0;1;5;8;10;15;16;17;19;21;23,3,Rule-based hybrid,105.6,45.0,150.6
Overcast,11,2,0;1;5;8;10;15;16;17;19;21;23,3,Optimized hybrid,66.0,45.0,111.0
Overcast,11,3,0;4;6;9;13;14;15;16;17;20;22,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,11,3,0;4;6;9;13;14;15;16;17;20;22,3,Rule-based hybrid,105.6,45.0,150.6
Overcast,11,3,0;4;6;9;13;14;15;16;17;20;22,3,Optimized hybrid,66.0,40.5,106.5
Overcast,11,4,1;2;3;8;10;13;16;17;18;19;22,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,11,4,1;2;3;8;10;13;16;17;18;19;22,3,Rule-based hybrid,105.6,49.5,155.1
Overcast,11,4,1;2;3;8;10;13;16;17;18;19;22,3,Optimized hybrid,66.0,52.5,118.5
Overcast,11,5,2;3;5;7;9;12;14;18;19;21;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,11,5,2;3;5;7;9;12;14;18;19;21;23,3,Rule-based hybrid,105.6,46.5,152.1
Overcast,11,5,2;3;5;7;9;12;14;18;19;21;23,3,Optimized hybrid,66.0,43.5,109.5
Overcast,12,1,0;1;2;3;5;6;8;14;17;18;19;20,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,12,1,0;1;2;3;5;6;8;14;17;18;19;20,3,Rule-based hybrid,105.6,58.5,164.1
Overcast,12,1,0;1;2;3;5;6;8;14;17;18;19;20,3,Optimized hybrid,66.0,54.0,120.0
Overcast,12,2,0;5;7;8;9;10;11;13;14;16;17;21,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,12,2,0;5;7;8;9;10;11;13;14;16;17;21,3,Rule-based hybrid,105.6,54.0,159.6
Overcast,12,2,0;5;7;8;9;10;11;13;14;16;17;21,3,Optimized hybrid,66.0,57.0,123.0
Overcast,12,3,1;4;7;8;9;10;12;14;16;19;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,12,3,1;4;7;8;9;10;12;14;16;19;22;23,3,Rule-based hybrid,105.6,49.5,155.1
Overcast,12,3,1;4;7;8;9;10;12;14;16;19;22;23,3,Optimized hybrid,66.0,49.5,115.5
Overcast,12,4,1;6;8;10;15;16;17;19;20;21;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,12,4,1;6;8;10;15;16;17;19;20;21;22;23,3,Rule-based hybrid,105.6,39.0,144.6
Overcast,12,4,1;6;8;10;15;16;17;19;20;21;22;23,3,Optimized hybrid,66.0,39.0,105.0
Overcast,12,5,3;4;8;9;16;17;18;19;20;21;22;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,12,5,3;4;8;9;16;17;18;19;20;21;22;23,3,Rule-based hybrid,105.6,39.0,144.6
Overcast,12,5,3;4;8;9;16;17;18;19;20;21;22;23,3,Optimized hybrid,66.0,39.0,105.0
Overcast,13,1,0;1;2;4;5;11;13;16;17;18;21;22;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,13,1,0;1;2;4;5;11;13;16;17;18;21;22;23,3,Rule-based hybrid,105.6,52.5,158.1
Overcast,13,1,0;1;2;4;5;11;13;16;17;18;21;22;23,3,Optimized hybrid,66.0,49.5,115.5
Overcast,13,2,0;1;4;5;6;7;9;11;14;15;18;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,13,2,0;1;4;5;6;7;9;11;14;15;18;22;23,3,Rule-based hybrid,105.6,58.5,164.1
Overcast,13,2,0;1;4;5;6;7;9;11;14;15;18;22;23,3,Optimized hybrid,66.0,52.5,118.5
Overcast,13,3,0;1;4;5;8;10;12;13;14;18;21;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,13,3,0;1;4;5;8;10;12;13;14;18;21;22;23,3,Rule-based hybrid,105.6,51.0,156.6
Overcast,13,3,0;1;4;5;8;10;12;13;14;18;21;22;23,3,Optimized hybrid,66.0,48.0,114.0
Overcast,13,4,0;3;5;6;7;8;10;13;18;19;21;22;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,13,4,0;3;5;6;7;8;10;13;18;19;21;22;23,3,Rule-based hybrid,105.6,52.5,158.1
Overcast,13,4,0;3;5;6;7;8;10;13;18;19;21;22;23,3,Optimized hybrid,66.0,48.0,114.0
Overcast,13,5,1;2;3;4;6;7;11;12;13;14;17;19;22,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,13,5,1;2;3;4;6;7;11;12;13;14;17;19;22,3,Rule-based hybrid,105.6,63.0,168.6
Overcast,13,5,1;2;3;4;6;7;11;12;13;14;17;19;22,3,Optimized hybrid,66.0,58.5,124.5
Overcast,14,1,0;1;3;4;6;9;10;11;13;15;16;19;20;22,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,14,1,0;1;3;4;6;9;10;11;13;15;16;19;20;22,3,Rule-based hybrid,105.6,61.5,167.1
Overcast,14,1,0;1;3;4;6;9;10;11;13;15;16;19;20;22,3,Optimized hybrid,66.0,61.5,127.5
Overcast,14,2,0;2;3;4;8;9;10;11;12;13;14;16;17;20,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,14,2,0;2;3;4;8;9;10;11;12;13;14;16;17;20,3,Rule-based hybrid,105.6,64.5,170.1
Overcast,14,2,0;2;3;4;8;9;10;11;12;13;14;16;17;20,3,Optimized hybrid,66.0,69.0,135.0
Overcast,14,3,0;2;5;6;9;10;11;13;14;16;17;20;22;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,14,3,0;2;5;6;9;10;11;13;14;16;17;20;22;23,3,Rule-based hybrid,105.6,55.5,161.1
Overcast,14,3,0;2;5;6;9;10;11;13;14;16;17;20;22;23,3,Optimized hybrid,66.0,55.5,121.5
Overcast,14,4,0;3;4;5;6;9;11;12;15;17;18;19;21;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,14,4,0;3;4;5;6;9;11;12;15;17;18;19;21;23,3,Rule-based hybrid,105.6,61.5,167.1
Overcast,14,4,0;3;4;5;6;9;11;12;15;17;18;19;21;23,3,Optimized hybrid,66.0,57.0,123.0
Overcast,14,5,3;4;6;9;10;12;13;16;17;18;19;20;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,14,5,3;4;6;9;10;12;13;16;17;18;19;20;22;23,3,Rule-based hybrid,105.6,54.0,159.6
Overcast,14,5,3;4;6;9;10;12;13;16;17;18;19;20;22;23,3,Optimized hybrid,66.0,51.0,117.0
Overcast,15,1,0;1;2;3;4;6;7;9;10;13;15;18;19;20;21,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,15,1,0;1;2;3;4;6;7;9;10;13;15;18;19;20;21,3,Rule-based hybrid,105.6,69.0,174.6
Overcast,15,1,0;1;2;3;4;6;7;9;10;13;15;18;19;20;21,3,Optimized hybrid,66.0,64.5,130.5
Overcast,15,2,0;1;3;4;6;7;12;13;14;15;18;20;21;22;23,3,Zonal PIR ceiling-only,250.79999999999998,0.0,250.79999999999998
Overcast,15,2,0;1;3;4;6;7;12;13;14;15;18;20;21;22;23,3,Rule-based hybrid,66.0,58.5,124.5
Overcast,15,2,0;1;3;4;6;7;12;13;14;15;18;20;21;22;23,3,Optimized hybrid,66.0,51.0,117.0
Overcast,15,3,1;2;3;5;7;8;10;11;12;14;16;17;18;20;22,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,15,3,1;2;3;5;7;8;10;11;12;14;16;17;18;20;22,3,Rule-based hybrid,105.6,66.0,171.6
Overcast,15,3,1;2;3;5;7;8;10;11;12;14;16;17;18;20;22,3,Optimized hybrid,66.0,67.5,133.5
Overcast,15,4,1;4;5;6;8;9;10;14;15;16;19;20;21;22;23,3,Zonal PIR ceiling-only,290.4,0.0,290.4
Overcast,15,4,1;4;5;6;8;9;10;14;15;16;19;20;21;22;23,3,Rule-based hybrid,105.6,55.5,161.1
Overcast,15,4,1;4;5;6;8;9;10;14;15;16;19;20;21;22;23,3,Optimized hybrid,66.0,51.0,117.0
Overcast,15,5,3;4;5;7;10;11;12;13;14;16;17;18;19;21;23,3,Zonal PIR ceiling-only,303.59999999999997,0.0,303.59999999999997
Overcast,15,5,3;4;5;7;10;11;12;13;14;16;17;18;19;21;23,3,Rule-based hybrid,105.6,64.5,170.1
Overcast,15,5,3;4;5;7;10;11;12;13;14;16;17;18;19;21;23,3,Optimized hybrid,66.0,61.5,127.5
Night,1,1,0,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,1,1,0,1,Rule-based hybrid,105.6,4.5,110.1
Night,1,1,0,1,Optimized hybrid,105.6,4.5,110.1
Night,1,2,3,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,1,2,3,1,Rule-based hybrid,105.6,4.5,110.1
Night,1,2,3,1,Optimized hybrid,105.6,4.5,110.1
Night,1,3,8,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,1,3,8,1,Rule-based hybrid,105.6,4.5,110.1
Night,1,3,8,1,Optimized hybrid,105.6,4.5,110.1
Night,1,4,20,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,1,4,20,1,Rule-based hybrid,105.6,4.5,110.1
Night,1,4,20,1,Optimized hybrid,105.6,4.5,110.1
Night,1,5,23,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,1,5,23,1,Rule-based hybrid,105.6,4.5,110.1
Night,1,5,23,1,Optimized hybrid,105.6,4.5,110.1
Night,2,1,2;17,2,Zonal PIR ceiling-only,290.4,0.0,290.4
Night,2,1,2;17,2,Rule-based hybrid,211.2,9.0,220.2
Night,2,1,2;17,2,Optimized hybrid,184.79999999999998,7.5,192.3
Night,2,2,3;23,2,Zonal PIR ceiling-only,343.2,0.0,343.2
Night,2,2,3;23,2,Rule-based hybrid,211.2,9.0,220.2
Night,2,2,3;23,2,Optimized hybrid,184.79999999999998,12.0,196.8
Night,2,3,4;7,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,2,3,4;7,1,Rule-based hybrid,105.6,9.0,114.6
Night,2,3,4;7,1,Optimized hybrid,105.6,9.0,114.6
Night,2,4,13;18,2,Zonal PIR ceiling-only,290.4,0.0,290.4
Night,2,4,13;18,2,Rule-based hybrid,211.2,9.0,220.2
Night,2,4,13;18,2,Optimized hybrid,132.0,9.0,141.0
Night,2,5,21;23,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,2,5,21;23,1,Rule-based hybrid,105.6,9.0,114.6
Night,2,5,21;23,1,Optimized hybrid,105.6,7.5,113.1
Night,3,1,0;1;2,1,Zonal PIR ceiling-only,171.6,0.0,171.6
Night,3,1,0;1;2,1,Rule-based hybrid,105.6,13.5,119.1
Night,3,1,0;1;2,1,Optimized hybrid,105.6,10.5,116.1
Night,3,2,0;17;19,2,Zonal PIR ceiling-only,343.2,0.0,343.2
Night,3,2,0;17;19,2,Rule-based hybrid,211.2,13.5,224.7
Night,3,2,0;17;19,2,Optimized hybrid,184.79999999999998,16.5,201.3
Night,3,3,6;7;16,2,Zonal PIR ceiling-only,343.2,0.0,343.2
Night,3,3,6;7;16,2,Rule-based hybrid,211.2,13.5,224.7
Night,3,3,6;7;16,2,Optimized hybrid,184.79999999999998,13.5,198.3
Night,3,4,6;20;22,2,Zonal PIR ceiling-only,316.79999999999995,0.0,316.79999999999995
Night,3,4,6;20;22,2,Rule-based hybrid,211.2,13.5,224.7
Night,3,4,6;20;22,2,Optimized hybrid,184.79999999999998,13.5,198.3
Night,3,5,13;17;22,2,Zonal PIR ceiling-only,290.4,0.0,290.4
Night,3,5,13;17;22,2,Rule-based hybrid,211.2,13.5,224.7
Night,3,5,13;17;22,2,Optimized hybrid,132.0,13.5,145.5
Night,4,1,0;5;13;22,3,Zonal PIR ceiling-only,462.0,0.0,462.0
Night,4,1,0;5;13;22,3,Rule-based hybrid,316.79999999999995,18.0,334.79999999999995
Night,4,1,0;5;13;22,3,Optimized hybrid,198.0,19.5,217.5
Night,4,2,2;3;10;12,2,Zonal PIR ceiling-only,343.2,0.0,343.2
Night,4,2,2;3;10;12,2,Rule-based hybrid,211.2,18.0,229.2
Night,4,2,2;3;10;12,2,Optimized hybrid,171.6,21.0,192.6
Night,4,3,3;8;11;19,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,4,3,3;8;11;19,3,Rule-based hybrid,316.79999999999995,18.0,334.79999999999995
Night,4,3,3;8;11;19,3,Optimized hybrid,211.2,19.5,230.7
Night,4,4,4;6;8;10,2,Zonal PIR ceiling-only,343.2,0.0,343.2
Night,4,4,4;6;8;10,2,Rule-based hybrid,211.2,18.0,229.2
Night,4,4,4;6;8;10,2,Optimized hybrid,145.2,18.0,163.2
Night,4,5,7;8;14;18,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,4,5,7;8;14;18,3,Rule-based hybrid,316.79999999999995,18.0,334.79999999999995
Night,4,5,7;8;14;18,3,Optimized hybrid,198.0,21.0,219.0
Night,5,1,1;2;7;9;21,3,Zonal PIR ceiling-only,462.0,0.0,462.0
Night,5,1,1;2;7;9;21,3,Rule-based hybrid,316.79999999999995,22.5,339.29999999999995
Night,5,1,1;2;7;9;21,3,Optimized hybrid,211.2,24.0,235.2
Night,5,2,1;3;14;17;23,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,5,2,1;3;14;17;23,3,Rule-based hybrid,316.79999999999995,22.5,339.29999999999995
Night,5,2,1;3;14;17;23,3,Optimized hybrid,224.39999999999998,25.5,249.9
Night,5,3,2;3;7;8;12,2,Zonal PIR ceiling-only,343.2,0.0,343.2
Night,5,3,2;3;7;8;12,2,Rule-based hybrid,211.2,22.5,233.7
Night,5,3,2;3;7;8;12,2,Optimized hybrid,171.6,28.5,200.1
Night,5,4,2;9;12;17;20,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,5,4,2;9;12;17;20,3,Rule-based hybrid,316.79999999999995,22.5,339.29999999999995
Night,5,4,2;9;12;17;20,3,Optimized hybrid,211.2,25.5,236.7
Night,5,5,6;11;18;19;22,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,5,5,6;11;18;19;22,3,Rule-based hybrid,316.79999999999995,22.5,339.29999999999995
Night,5,5,6;11;18;19;22,3,Optimized hybrid,198.0,25.5,223.5
Night,6,1,1;2;7;8;10;12,2,Zonal PIR ceiling-only,343.2,0.0,343.2
Night,6,1,1;2;7;8;10;12,2,Rule-based hybrid,211.2,27.0,238.2
Night,6,1,1;2;7;8;10;12,2,Optimized hybrid,171.6,31.5,203.1
Night,6,2,1;7;10;17;20;22,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,6,2,1;7;10;17;20;22,3,Rule-based hybrid,316.79999999999995,27.0,343.79999999999995
Night,6,2,1;7;10;17;20;22,3,Optimized hybrid,211.2,30.0,241.2
Night,6,3,2;5;6;8;20;21,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,6,3,2;5;6;8;20;21,3,Rule-based hybrid,316.79999999999995,27.0,343.79999999999995
Night,6,3,2;5;6;8;20;21,3,Optimized hybrid,211.2,30.0,241.2
Night,6,4,5;7;8;12;14;17,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,6,4,5;7;8;12;14;17,3,Rule-based hybrid,316.79999999999995,27.0,343.79999999999995
Night,6,4,5;7;8;12;14;17,3,Optimized hybrid,198.0,31.5,229.5
Night,6,5,5;11;14;19;20;21,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,6,5,5;11;14;19;20;21,3,Rule-based hybrid,316.79999999999995,27.0,343.79999999999995
Night,6,5,5;11;14;19;20;21,3,Optimized hybrid,198.0,31.5,229.5
Night,7,1,1;2;3;4;15;16;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,7,1,1;2;3;4;15;16;23,3,Rule-based hybrid,316.79999999999995,31.5,348.29999999999995
Night,7,1,1;2;3;4;15;16;23,3,Optimized hybrid,211.2,39.0,250.2
Night,7,2,2;5;12;13;19;20;21,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,7,2,2;5;12;13;19;20;21,3,Rule-based hybrid,316.79999999999995,31.5,348.29999999999995
Night,7,2,2;5;12;13;19;20;21,3,Optimized hybrid,198.0,36.0,234.0
Night,7,3,4;7;8;17;19;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,7,3,4;7;8;17;19;22;23,3,Rule-based hybrid,316.79999999999995,31.5,348.29999999999995
Night,7,3,4;7;8;17;19;22;23,3,Optimized hybrid,198.0,39.0,237.0
Night,7,4,6;10;12;14;15;18;23,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,7,4,6;10;12;14;15;18;23,3,Rule-based hybrid,316.79999999999995,31.5,348.29999999999995
Night,7,4,6;10;12;14;15;18;23,3,Optimized hybrid,198.0,36.0,234.0
Night,7,5,7;11;12;13;18;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,7,5,7;11;12;13;18;22;23,3,Rule-based hybrid,316.79999999999995,31.5,348.29999999999995
Night,7,5,7;11;12;13;18;22;23,3,Optimized hybrid,198.0,37.5,235.5
Night,8,1,0;3;5;8;14;16;19;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,8,1,0;3;5;8;14;16;19;23,3,Rule-based hybrid,316.79999999999995,36.0,352.79999999999995
Night,8,1,0;3;5;8;14;16;19;23,3,Optimized hybrid,211.2,45.0,256.2
Night,8,2,0;3;8;12;14;16;17;19,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,8,2,0;3;8;12;14;16;17;19,3,Rule-based hybrid,316.79999999999995,36.0,352.79999999999995
Night,8,2,0;3;8;12;14;16;17;19,3,Optimized hybrid,198.0,45.0,243.0
Night,8,3,0;5;10;15;16;17;19;20,3,Zonal PIR ceiling-only,514.8,0.0,514.8
