weather,occupancy_count,layout_index,seat_list,active_zones,strategy,ceiling_power_W,task_power_W,total_power_W
Night,8,3,0;5;10;15;16;17;19;20,3,Rule-based hybrid,316.79999999999995,36.0,352.79999999999995
Night,8,3,0;5;10;15;16;17;19;20,3,Optimized hybrid,211.2,43.5,254.7
Night,8,4,3;8;9;10;13;17;20;21,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,8,4,3;8;9;10;13;17;20;21,3,Rule-based hybrid,316.79999999999995,36.0,352.79999999999995
Night,8,4,3;8;9;10;13;17;20;21,3,Optimized hybrid,211.2,40.5,251.7
Night,8,5,4;6;9;11;16;19;20;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,8,5,4;6;9;11;16;19;20;23,3,Rule-based hybrid,316.79999999999995,36.0,352.79999999999995
Night,8,5,4;6;9;11;16;19;20;23,3,Optimized hybrid,198.0,45.0,243.0
Night,9,1,0;1;2;7;10;18;20;21;22,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,9,1,0;1;2;7;10;18;20;21;22,3,Rule-based hybrid,316.79999999999995,40.5,357.29999999999995
Night,9,1,0;1;2;7;10;18;20;21;22,3,Optimized hybrid,211.2,45.0,256.2
Night,9,2,0;2;3;7;10;16;17;21;22,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,9,2,0;2;3;7;10;16;17;21;22,3,Rule-based hybrid,316.79999999999995,40.5,357.29999999999995
Night,9,2,0;2;3;7;10;16;17;21;22,3,Optimized hybrid,211.2,46.5,257.7
Night,9,3,1;2;3;7;9;11;15;17;20,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,9,3,1;2;3;7;9;11;15;17;20,3,Rule-based hybrid,316.79999999999995,40.5,357.29999999999995
Night,9,3,1;2;3;7;9;11;15;17;20,3,Optimized hybrid,211.2,48.0,259.2
Night,9,4,2;4;5;8;13;15;17;21;22,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,9,4,2;4;5;8;13;15;17;21;22,3,Rule-based hybrid,316.79999999999995,40.5,357.29999999999995
Night,9,4,2;4;5;8;13;15;17;21;22,3,Optimized hybrid,198.0,45.0,243.0
Night,9,5,6;9;11;12;14;16;17;22;23,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,9,5,6;9;11;12;14;16;17;22;23,3,Rule-based hybrid,316.79999999999995,40.5,357.29999999999995
Night,9,5,6;9;11;12;14;16;17;22;23,3,Optimized hybrid,211.2,46.5,257.7
Night,10,1,0;1;2;3;7;14;16;17;21;23,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,10,1,0;1;2;3;7;14;16;17;21;23,3,Rule-based hybrid,316.79999999999995,45.0,361.79999999999995
Night,10,1,0;1;2;3;7;14;16;17;21;23,3,Optimized hybrid,211.2,52.5,263.7
Night,10,2,1;3;10;12;15;19;20;21;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,10,2,1;3;10;12;15;19;20;21;22;23,3,Rule-based hybrid,316.79999999999995,45.0,361.79999999999995
Night,10,2,1;3;10;12;15;19;20;21;22;23,3,Optimized hybrid,224.39999999999998,54.0,278.4
Night,10,3,3;4;5;6;8;13;14;17;20;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,10,3,3;4;5;6;8;13;14;17;20;23,3,Rule-based hybrid,316.79999999999995,45.0,361.79999999999995
Night,10,3,3;4;5;6;8;13;14;17;20;23,3,Optimized hybrid,224.39999999999998,52.5,276.9
Night,10,4,3;6;7;11;13;15;16;18;20;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,10,4,3;6;7;11;13;15;16;18;20;22,3,Rule-based hybrid,316.79999999999995,45.0,361.79999999999995
Night,10,4,3;6;7;11;13;15;16;18;20;22,3,Optimized hybrid,224.39999999999998,54.0,278.4
Night,10,5,4;6;7;8;12;15;16;17;20;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,10,5,4;6;7;8;12;15;16;17;20;22,3,Rule-based hybrid,316.79999999999995,45.0,361.79999999999995
Night,10,5,4;6;7;8;12;15;16;17;20;22,3,Optimized hybrid,198.0,55.5,253.5
Night,11,1,0;1;4;5;6;12;13;15;19;20;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,11,1,0;1;4;5;6;12;13;15;19;20;22,3,Rule-based hybrid,316.79999999999995,49.5,366.29999999999995
Night,11,1,0;1;4;5;6;12;13;15;19;20;22,3,Optimized hybrid,211.2,58.5,269.7
Night,11,2,0;1;5;8;10;15;16;17;19;21;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,11,2,0;1;5;8;10;15;16;17;19;21;23,3,Rule-based hybrid,316.79999999999995,49.5,366.29999999999995
Night,11,2,0;1;5;8;10;15;16;17;19;21;23,3,Optimized hybrid,211.2,58.5,269.7
Night,11,3,0;4;6;9;13;14;15;16;17;20;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,11,3,0;4;6;9;13;14;15;16;17;20;22,3,Rule-based hybrid,316.79999999999995,49.5,366.29999999999995
Night,11,3,0;4;6;9;13;14;15;16;17;20;22,3,Optimized hybrid,211.2,57.0,268.2
Night,11,4,1;2;3;8;10;13;16;17;18;19;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,11,4,1;2;3;8;10;13;16;17;18;19;22,3,Rule-based hybrid,316.79999999999995,49.5,366.29999999999995
Night,11,4,1;2;3;8;10;13;16;17;18;19;22,3,Optimized hybrid,224.39999999999998,55.5,279.9
Night,11,5,2;3;5;7;9;12;14;18;19;21;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,11,5,2;3;5;7;9;12;14;18;19;21;23,3,Rule-based hybrid,316.79999999999995,49.5,366.29999999999995
Night,11,5,2;3;5;7;9;12;14;18;19;21;23,3,Optimized hybrid,224.39999999999998,57.0,281.4
Night,12,1,0;1;2;3;5;6;8;14;17;18;19;20,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,12,1,0;1;2;3;5;6;8;14;17;18;19;20,3,Rule-based hybrid,316.79999999999995,54.0,370.79999999999995
Night,12,1,0;1;2;3;5;6;8;14;17;18;19;20,3,Optimized hybrid,224.39999999999998,61.5,285.9
Night,12,2,0;5;7;8;9;10;11;13;14;16;17;21,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,12,2,0;5;7;8;9;10;11;13;14;16;17;21,3,Rule-based hybrid,316.79999999999995,54.0,370.79999999999995
Night,12,2,0;5;7;8;9;10;11;13;14;16;17;21,3,Optimized hybrid,211.2,61.5,272.7
Night,12,3,1;4;7;8;9;10;12;14;16;19;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,12,3,1;4;7;8;9;10;12;14;16;19;22;23,3,Rule-based hybrid,316.79999999999995,54.0,370.79999999999995
Night,12,3,1;4;7;8;9;10;12;14;16;19;22;23,3,Optimized hybrid,211.2,64.5,275.7
Night,12,4,1;6;8;10;15;16;17;19;20;21;22;23,3,Zonal PIR ceiling-only,488.4,0.0,488.4
Night,12,4,1;6;8;10;15;16;17;19;20;21;22;23,3,Rule-based hybrid,316.79999999999995,54.0,370.79999999999995
Night,12,4,1;6;8;10;15;16;17;19;20;21;22;23,3,Optimized hybrid,211.2,63.0,274.2
Night,12,5,3;4;8;9;16;17;18;19;20;21;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,12,5,3;4;8;9;16;17;18;19;20;21;22;23,3,Rule-based hybrid,316.79999999999995,54.0,370.79999999999995
Night,12,5,3;4;8;9;16;17;18;19;20;21;22;23,3,Optimized hybrid,224.39999999999998,64.5,288.9
Night,13,1,0;1;2;4;5;11;13;16;17;18;21;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,13,1,0;1;2;4;5;11;13;16;17;18;21;22;23,3,Rule-based hybrid,316.79999999999995,58.5,375.29999999999995
Night,13,1,0;1;2;4;5;11;13;16;17;18;21;22;23,3,Optimized hybrid,211.2,66.0,277.2
Night,13,2,0;1;4;5;6;7;9;11;14;15;18;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,13,2,0;1;4;5;6;7;9;11;14;15;18;22;23,3,Rule-based hybrid,316.79999999999995,58.5,375.29999999999995
Night,13,2,0;1;4;5;6;7;9;11;14;15;18;22;23,3,Optimized hybrid,211.2,67.5,278.7
Night,13,3,0;1;4;5;8;10;12;13;14;18;21;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,13,3,0;1;4;5;8;10;12;13;14;18;21;22;23,3,Rule-based hybrid,316.79999999999995,58.5,375.29999999999995
Night,13,3,0;1;4;5;8;10;12;13;14;18;21;22;23,3,Optimized hybrid,211.2,66.0,277.2
Night,13,4,0;3;5;6;7;8;10;13;18;19;21;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,13,4,0;3;5;6;7;8;10;13;18;19;21;22;23,3,Rule-based hybrid,316.79999999999995,58.5,375.29999999999995
Night,13,4,0;3;5;6;7;8;10;13;18;19;21;22;23,3,Optimized hybrid,224.39999999999998,67.5,291.9
Night,13,5,1;2;3;4;6;7;11;12;13;14;17;19;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,13,5,1;2;3;4;6;7;11;12;13;14;17;19;22,3,Rule-based hybrid,316.79999999999995,58.5,375.29999999999995
Night,13,5,1;2;3;4;6;7;11;12;13;14;17;19;22,3,Optimized hybrid,224.39999999999998,67.5,291.9
Night,14,1,0;1;3;4;6;9;10;11;13;15;16;19;20;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,14,1,0;1;3;4;6;9;10;11;13;15;16;19;20;22,3,Rule-based hybrid,316.79999999999995,63.0,379.79999999999995
Night,14,1,0;1;3;4;6;9;10;11;13;15;16;19;20;22,3,Optimized hybrid,224.39999999999998,75.0,299.4
Night,14,2,0;2;3;4;8;9;10;11;12;13;14;16;17;20,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,14,2,0;2;3;4;8;9;10;11;12;13;14;16;17;20,3,Rule-based hybrid,316.79999999999995,63.0,379.79999999999995
Night,14,2,0;2;3;4;8;9;10;11;12;13;14;16;17;20,3,Optimized hybrid,224.39999999999998,75.0,299.4
Night,14,3,0;2;5;6;9;10;11;13;14;16;17;20;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,14,3,0;2;5;6;9;10;11;13;14;16;17;20;22;23,3,Rule-based hybrid,316.79999999999995,63.0,379.79999999999995
Night,14,3,0;2;5;6;9;10;11;13;14;16;17;20;22;23,3,Optimized hybrid,211.2,70.5,281.7
Night,14,4,0;3;4;5;6;9;11;12;15;17;18;19;21;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,14,4,0;3;4;5;6;9;11;12;15;17;18;19;21;23,3,Rule-based hybrid,316.79999999999995,63.0,379.79999999999995
Night,14,4,0;3;4;5;6;9;11;12;15;17;18;19;21;23,3,Optimized hybrid,224.39999999999998,75.0,299.4
Night,14,5,3;4;6;9;10;12;13;16;17;18;19;20;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,14,5,3;4;6;9;10;12;13;16;17;18;19;20;22;23,3,Rule-based hybrid,316.79999999999995,63.0,379.79999999999995
Night,14,5,3;4;6;9;10;12;13;16;17;18;19;20;22;23,3,Optimized hybrid,224.39999999999998,73.5,297.9
Night,15,1,0;1;2;3;4;6;7;9;10;13;15;18;19;20;21,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,15,1,0;1;2;3;4;6;7;9;10;13;15;18;19;20;21,3,Rule-based hybrid,316.79999999999995,67.5,384.29999999999995
Night,15,1,0;1;2;3;4;6;7;9;10;13;15;18;19;20;21,3,Optimized hybrid,224.39999999999998,78.0,302.4
Night,15,2,0;1;3;4;6;7;12;13;14;15;18;20;21;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,15,2,0;1;3;4;6;7;12;13;14;15;18;20;21;22;23,3,Rule-based hybrid,316.79999999999995,67.5,384.29999999999995
Night,15,2,0;1;3;4;6;7;12;13;14;15;18;20;21;22;23,3,Optimized hybrid,224.39999999999998,79.5,303.9
Night,15,3,1;2;3;5;7;8;10;11;12;14;16;17;18;20;22,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,15,3,1;2;3;5;7;8;10;11;12;14;16;17;18;20;22,3,Rule-based hybrid,316.79999999999995,67.5,384.29999999999995
Night,15,3,1;2;3;5;7;8;10;11;12;14;16;17;18;20;22,3,Optimized hybrid,224.39999999999998,78.0,302.4
Night,15,4,1;4;5;6;8;9;10;14;15;16;19;20;21;22;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,15,4,1;4;5;6;8;9;10;14;15;16;19;20;21;22;23,3,Rule-based hybrid,316.79999999999995,67.5,384.29999999999995
Night,15,4,1;4;5;6;8;9;10;14;15;16;19;20;21;22;23,3,Optimized hybrid,211.2,78.0,289.2
Night,15,5,3;4;5;7;10;11;12;13;14;16;17;18;19;21;23,3,Zonal PIR ceiling-only,514.8,0.0,514.8
Night,15,5,3;4;5;7;10;11;12;13;14;16;17;18;19;21;23,3,Rule-based hybrid,316.79999999999995,67.5,384.29999999999995
Night,15,5,3;4;5;7;10;11;12;13;14;16;17;18;19;21;23,3,Optimized hybrid,224.39999999999998,79.5,303.9
